,Entry_No,Source,DNA_UNIQUE_ID,DNA_Designation,DNA_Accno_source,IRGC_Number,DNA_VARNAME_source,DNA_Othername_source,ORI_COUNTRY,Unnamed: 8,Genetic_Stock_Accno,Genetic_stock_Designation(varname),total seq count,passed qc seq count,depth,Variety Group (Tree)1,acc_date,acc_id_seed_donor_number,acc_id_seq_num,alkali_tolerance,altitude,apiculus_color,apiculus_color_post_harv,auricle_color,awn_color,awn_presence,bacterial_blight,basal_color,blade_color,blade_pub,blast,cold_tolerance,collar_color,collection_number,culm_angle,culm_diam,culm_length,culm_num,culm_strength,cultural_type,days_to_flower,days_to_head,days_to_mat,days_to_maturity,district,donor_country,drought_1,drought_2,drought_3,drought_4,drought_5,drought_6,drought_7,drought_8,drought_9,elogation,endosperm_color,endosperm_type,fao_in_trust,flag_leaf_angle,flat_leaf_angle,flood_tolerance,grain_len,grain_wid,internode_color,latitude,leaf_angle,leaf_length,leaf_senescence,leaf_texture,leaf_width,lemma_and_palea_color,lemma_and_palea_pub,lemma_color,lemma_color_at_anthesis,ligule_color,ligule_shape,lingule_pub,longitude,multilateral_system,node_color,panicle,panicle_axis,panicle_exerion,panicle_shattering,panicle_thesability,pedigree,previous_name,province,rice_blast,salt_tolerance,seat_coat_color,secondary_branching,seed_coat_color,seedling_height,sheath_blight,source_country,special_traits,species_name,spikelet_fertility,status,stigma_color,subpopulation,town,tungro_virus,varietal_group,variety_group_from_morph,variety_name,village,zinc_def_1
1808,113,IRRI,IRIS 313-9695,SOLAY GHAT::IRGC 73121-1-1,IRGC 73121,73121.0,SOLAY GHAT,,PAKISTAN,Pakistan,,,51770972.0,51770972.0,10.7,Indica,11/5/1985,PAK. ACC. 2926,1.0,X,920.0,020,X,Light green,010,020,Susceptible,Green,Green,Pubescent,,X,Light green,1206(2),Erect (1),1,1,79,1,Irrigated,X,,109,109,Sibi,PAKISTAN,X,X,X,X,X,X,X,X,X,X,Light brown,Non-glutinous(non-waxy),Yes,1,5,9,8,3,3,30,Intermediate(3),91-110 cm,7,,2,042,5,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Light gold,67,Yes,,5,020,1,1,3,,,Balochistan,Susceptible,X,051,2,,Intermediate (30-59 cm),,PAKISTAN,,O. sativa,5,Landrace/Traditional cultivar,3,A,Ghorman Zarmana,95,Indica,,SOLAY GHAT,,X
1809,1481,IRRI,IRIS 313-12079,KASHMIRI::IRGC 83002-1,IRGC 83002,83002.0,KASHMIRI,,PAKISTAN,Pakistan,,KASHMIRI::IRGC 83002-1,,,,Indica,7/26/1994,2932(1),1.0,X,1170.0,020,020,Light green,010,020,,Green,Light green,Pubescent,,X,Light green,,Intermediate (3),1,1,87,1,,X,,117,117,Mansehra,SINGAPORE,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,9,X,6,2,1,34,Horizontal(5),,3,,X,020,4,X,Strong(no lodging),Whitish,2-Cleft,Light gold,73,Yes,Green,1,000,0,1,5,,,North West Frontier,,X,010,1,,,,PAKISTAN,,O. sativa,3,Released/Improved/advanced cultivar,X,A,Pagora,0,Indica,,KASHMIRI,,X
1810,1228,IRRI,IRIS 313-11829,MUNJI::IRGC 70928-1,IRGC 70928,70928.0,MUNJI,,PAKISTAN,Pakistan,IRGC 128396,MUNJI::IRGC 70928-1,,,,Indica,2/1/1985,,,X,900.0,020,020,Light green,010,020,Susceptible,Green,Dark green,Pubescent,,X,Light green,997(1),Intermediate (3),2,1,78,5,Irrigated,X,,108,108,Dir,PAKISTAN,X,X,X,X,X,X,6,8,7,X,White,Non-glutinous(non-waxy),Yes,1,5,X,7,3,1,34,Erect(1),71-90 cm,1,,3,020,4,2,Strong(no lodging),Whitish,2-Cleft,Green,71,Yes,Green,1,000,0,5,9,,,North West Frontier,Susceptible,X,010,2,,Intermediate (30-59 cm),,PAKISTAN,,O. sativa,3,Landrace/Traditional cultivar,2,A,Timurgara,65,Japonica,,MUNJI,Timergara-Dir road,X
1811,1326,IRRI,IRIS 313-11889,MURGI BRINJ::IRGC 73109-1,IRGC 73109,73109.0,MURGI BRINJ,,PAKISTAN,Pakistan,IRGC 127639,MURGI BRINJ::IRGC 73109-1,,,,Indica,11/5/1985,PAK. ACC. 2841,1.0,X,480.0,020,X,Light green,010,020,Susceptible,Green,Green,Pubescent,,X,Light green,1163(1),Erect (1),1,1,89,1,Irrigated,X,,119,119,Turbat,PAKISTAN,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,7,9,3,1,26,Intermediate(3),51-70 cm,3,,2,020,5,2,Strong(no lodging),Whitish,2-Cleft,Green,63,Yes,,7,020,9,1,3,,,Balochistan,Susceptible,X,010,2,,Intermediate (30-59 cm),,PAKISTAN,,O. sativa,1,Landrace/Traditional cultivar,3,A,Yainrok,90,Indica,,MURGI BRINJ,,X
1812,2083,IRRI,IRIS 313-11036,34::IRGC 28371-1,IRGC 28371,28371.0,34,,PAKISTAN,Pakistan,IRGC 127919,34::IRGC 28371-2,,,,Intermediate type,5/22/1974,PAK. SR. NO. 301,1.0,X,,020,X,Light green,080,080,Susceptible,Purple lines,Green,Pubescent,Susceptible,7,Green,,Intermediate (3),1,2,78,3,,X,,108,108,,PAKISTAN,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,9,9,9,2,7,30,,91-110 cm,1,,2,053,X,2,Weak(most plants nearly flat),Whitish,,Green,69,Yes,,1,000,0,X,5,,,,Susceptible,X,010,X,Susceptible,Short (,Moderately susceptible,PAKISTAN,,O. sativa,3,Landrace/Traditional cultivar,3,A,,83,Indica,,34,,X
1813,64,IRRI,IRIS 313-9601,CHAWAL::IRGC 73090-1-1,IRGC 73090,73090.0,CHAWAL,,PAKISTAN,Pakistan,IRGC 121606,CHAWAL::IRGC 73090-1,,,,Intermediate type,11/5/1985,PAK. ACC. 2881,1.0,X,110.0,020,X,Light green,010,070,Susceptible,Green,Green,Pubescent,,X,Light green,1191(1),Erect (2),1,1,89,5,Irrigated,X,,119,119,Khuzdar,PAKISTAN,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,2,9,10,2,1,26,Intermediate(3),111-130 cm,3,,2,020,5,2,Strong(no lodging),Whitish,2-Cleft,Light gold,66,Yes,,1,040,1,1,3,,,Balochistan,Susceptible,X,010,2,,Intermediate (30-59 cm),,PAKISTAN,,O. sativa,1,Landrace/Traditional cultivar,3,A,Welpat Ghunacha,45,Indica,,CHAWAL,,X
1814,2078,IRRI,IRIS 313-11032,PALAM PURI BAS 137::IRGC 28084-1,IRGC 28084,28084.0,PALAM PURI BAS 137,,PAKISTAN,Pakistan,IRGC 127710,PALAM PURI BAS 137::IRGC 28084-1,,,,Intermediate type,5/22/1974,PAK. SR. NO. 26,1.0,X,,020,052,Light green,010,080,Susceptible,Green,Dark green,Pubescent,Moderately resistant,X,Light green,,Intermediate (3),1,2,97,3,,X,,127,127,,PAKISTAN,3,X,1,X,5,X,X,X,X,X,Light brown,Non-glutinous(non-waxy),Yes,1,5,9,9,2,5,30,Erect(2),111-130 cm,5,,2,053,4,2,Intermediate(most plants moderately lodged),Whitish,2-Cleft,Light gold,69,Yes,Green,3,020,7,1,9,,,,Susceptible,X,051,2,Moderately resistant,Short (,,PAKISTAN,,O. sativa,5,Landrace/Traditional cultivar,3,A,,85,Indica,,PALAM PURI BAS 137,,X
1815,2079,IRRI,IRIS 313-11033,RATRIO::IRGC 28181-1,IRGC 28181,28181.0,RATRIO,,PAKISTAN,Pakistan,IRGC 128448,RATRIO::IRGC 28181-1,,,,Intermediate type,5/22/1974,PAK. SR. NO. 721,1.0,1,,040,X,Light green,010,010,Susceptible,Green,Green,Pubescent,Resistant,X,Green,,Intermediate (3),1,1,78,5,,X,,108,108,Hyderabad,PAKISTAN,5,X,1,X,6,7,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,5,7,9,3,7,25,,91-110 cm,1,,3,042,X,2,Weak(most plants nearly flat),Whitish,,Green,68,Yes,,1,000,0,X,9,,,Sindh,Susceptible,7,010,X,Resistant,Intermediate (30-59 cm),,PAKISTAN,,O. sativa,3,,4,A,Tando Muhammad Khan,69,Indica,,RATRIO,Matli,X
1816,2076,IRRI,IRIS 313-11030,MUTANT 12-42::IRGC 28076-1,IRGC 28076,28076.0,MUTANT 12-42,,PAKISTAN,Pakistan,,,,,,Intermediate type,5/22/1974,PAK. SR. NO. 430,1.0,X,,020,X,Light green,010,010,Susceptible,Green,Dark green,Pubescent,Resistant,7,Green,,Intermediate (3),1,2,78,3,,X,,108,108,,PAKISTAN,7,X,1,X,5,6,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,9,9,8,2,7,30,,111-130 cm,1,,2,042,X,2,Weak(most plants nearly flat),Whitish,,Green,69,Yes,,1,000,0,X,9,,,,Susceptible,X,010,X,Resistant,Intermediate (30-59 cm),Moderately susceptible,PAKISTAN,,O. sativa,5,Landrace/Traditional cultivar,4,A,,72,Indica,,MUTANT 12-42,,X
1817,401,IRRI,IRIS 313-10054,TOC 5430::IRGC 70487-1-1,IRGC 70487,70487.0,TOC-5430,,PANAMA,Panama,IRGC 125924,TOC 5430::IRGC 70487-1,55772102.0,55772102.0,11.6,Indica,8/21/1985,CODE E 11,1.0,X,,020,X,Light green,010,020,Susceptible,Green,Green,Pubescent,,X,Light green,,Intermediate (3),1,2,104,3,,X,,134,134,,PANAMA,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,4,X,10,2,3,8,Erect(2),71-90 cm,1,,3,020,5,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Light gold,-80,Yes,,3,000,0,1,5,,,,Susceptible,X,010,2,,Intermediate (30-59 cm),,PANAMA,,O. sativa,1,Breeding and inbred line,3,A,,0,Indica,,TOC-5430,,X
1818,432,IRRI,IRIS 313-10260,CEA 3::IRGC 116965-1-1,IRGC 116965,116965.0,CEA 3,,PARAGUAY,Paraguay,IRGC 125957,CEA 3::IRGC 116965-1,70807678.0,70807678.0,14.7,Indica,5/12/2005,CIAT-141,1.0,X,,020,020,Yellowish green,010,060,,Green,Green,Pubescent,,X,Light green,,Intermediate (3),X,X,100,5,,060,,130,130,,COLOMBIA,X,X,X,X,X,X,X,X,X,X,,,Yes,1,3,X,9,2,7,-23,Horizontal(5),,7,,X,020,4,X,Weak(most plants nearly flat),Whitish,Tip round or truncate,Green,-58,Yes,Green,9,000,X,1,2,,,,,X,X,4,,,,PARAGUAY,,O. sativa,3,,X,A,,0,,,CEA 3,,X
1818,432,IRRI,IRIS 313-10260,CEA 3::IRGC 116965-1-1,IRGC 116965,116965.0,CEA 3,,PARAGUAY,Paraguay,IRGC 125957,CEA 3::IRGC 116965-1,70807678.0,70807678.0,14.7,Indica,5/12/2005,CIAT-141,1.0,X,,020,020,Yellowish green,010,060,,Green,Green,Pubescent,,X,Light green,,Intermediate (3),X,X,100,5,,060,,130,130,,COLOMBIA,X,X,X,X,X,X,X,X,X,X,,,Yes,1,3,X,9,2,7,-23,Horizontal(5),,7,,X,020,4,X,Weak(most plants nearly flat),Whitish,Tip round or truncate,Green,-58,Yes,Green,9,000,X,1,2,,,,,X,X,4,,,,PARAGUAY,,O. sativa,3,,X,A,,0,,,CEA 3,,X
1819,478,IRRI,IRIS 313-10287,UQUIHUA::IRGC 117037-1-1,IRGC 117037,117037.0,UQUIHUA,,PERU,Peru,IRGC 127068,UQUIHUA::IRGC 117037-1,43210518.0,43210518.0,9.0,Indica,5/12/2005,CIAT-192,2.0,X,,020,020,Yellowish green,010,060,,Green,Green,Pubescent,,X,Light green,,Intermediate (3),X,X,100,3,,062,,130,130,,COLOMBIA,X,X,X,X,X,X,X,X,X,X,,,Yes,1,3,X,9,2,7,-9,Horizontal(5),,7,,X,020,4,X,Weak(most plants nearly flat),Whitish,Tip round or truncate,Green,-74,Yes,Green,7,000,X,1,1,,,,,X,X,4,,,,PERU,,O. sativa,3,Released/Improved/advanced cultivar,X,A,,0,,,UQUIHUA,,X
1819,478,IRRI,IRIS 313-10287,UQUIHUA::IRGC 117037-1-1,IRGC 117037,117037.0,UQUIHUA,,PERU,Peru,IRGC 127068,UQUIHUA::IRGC 117037-1,43210518.0,43210518.0,9.0,Indica,5/12/2005,CIAT-192,2.0,X,,020,020,Yellowish green,010,060,,Green,Green,Pubescent,,X,Light green,,Intermediate (3),X,X,100,3,,062,,130,130,,COLOMBIA,X,X,X,X,X,X,X,X,X,X,,,Yes,1,3,X,9,2,7,-9,Horizontal(5),,7,,X,020,4,X,Weak(most plants nearly flat),Whitish,Tip round or truncate,Green,-74,Yes,Green,7,000,X,1,1,,,,,X,X,4,,,,PERU,,O. sativa,3,Released/Improved/advanced cultivar,X,A,,0,,,UQUIHUA,,X
1820,78,IRRI,IRIS 313-10285,SICAN::IRGC 117029-1-1,IRGC 117029,117029.0,SICAN,,PERU,Peru,IRGC 121119,SICAN::IRGC 117029-1,60068594.0,60068594.0,12.5,Indica,5/12/2005,CIAT-189,1.0,X,,020,020,Yellowish green,010,060,,Green,Green,Pubescent,,X,Light green,,Intermediate (3),X,X,93,3,,062,,123,123,,COLOMBIA,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,9,2,7,-9,Horizontal(5),,7,,X,020,4,X,Weak(most plants nearly flat),Whitish,Tip round or truncate,Green,-74,Yes,Green,9,000,X,1,1,,,,,X,X,4,,,,PERU,,O. sativa,5,,X,A,,0,,,SICAN,,X
1820,78,IRRI,IRIS 313-10285,SICAN::IRGC 117029-1-1,IRGC 117029,117029.0,SICAN,,PERU,Peru,IRGC 121119,SICAN::IRGC 117029-1,60068594.0,60068594.0,12.5,Indica,5/12/2005,CIAT-189,1.0,X,,020,020,Yellowish green,010,060,,Green,Green,Pubescent,,X,Light green,,Intermediate (3),X,X,93,3,,062,,123,123,,COLOMBIA,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,9,2,7,-9,Horizontal(5),,7,,X,020,4,X,Weak(most plants nearly flat),Whitish,Tip round or truncate,Green,-74,Yes,Green,9,000,X,1,1,,,,,X,X,4,,,,PERU,,O. sativa,5,,X,A,,0,,,SICAN,,X
1821,367,IRRI,IRIS 313-9825,MOCHICA::IRGC 11070-1-1,IRGC 11070,11070.0,MOCHICA,,PERU,Peru,IRGC 126159,MOCHICA::IRGC 11070-1,41808746.0,37775177.0,7.8,Intermediate type,,,,X,,020,X,Light green,010,020,,Green,Dark green,Pubescent,Moderately resistant,X,Light green,,Intermediate (3),1,2,122,5,,X,,152,152,,PERU,1,1,1,5,5,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,X,10,2,3,-9,Drooping(9),131-150 cm,7,,2,020,2,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Green,-74,Yes,,5,000,0,1,5,,,,,X,010,2,Moderately resistant,Tall (>59 cm),,PERU,,O. sativa,3,,4,A,,95,Indica,,MOCHICA,,X
1822,707,IRRI,IRIS 313-10327,CAROLINO BLANCO::IRGC 117249-1-1,IRGC 117249,117249.0,CAROLINO BLANCO,,PERU,Peru,IRGC 127042,CAROLINO BLANCO::IRGC 117249-1,69614406.0,69614406.0,14.4,Temperate japonica,5/12/2005,BCF 64,2.0,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,COLOMBIA,X,X,X,X,X,X,X,X,X,X,,,Yes,X,X,X,0,0,X,-9,,,X,,X,X,X,X,,,,,-74,Yes,,X,X,X,X,X,,,,,X,X,X,,,,PERU,,O. sativa,X,,X,A,,0,,,CAROLINO BLANCO,,X
1822,707,IRRI,IRIS 313-10327,CAROLINO BLANCO::IRGC 117249-1-1,IRGC 117249,117249.0,CAROLINO BLANCO,,PERU,Peru,IRGC 127042,CAROLINO BLANCO::IRGC 117249-1,69614406.0,69614406.0,14.4,Temperate japonica,5/12/2005,BCF 64,2.0,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,COLOMBIA,X,X,X,X,X,X,X,X,X,X,,,Yes,X,X,X,0,0,X,-9,,,X,,X,X,X,X,,,,,-74,Yes,,X,X,X,X,X,,,,,X,X,X,,,,PERU,,O. sativa,X,,X,A,,0,,,CAROLINO BLANCO,,X
1823,584,IRRI,IRIS 313-9782,BENLLOK::IRGC 3404-1-1,IRGC 3404,3404.0,BENLLOK,,PERU,Peru,IRGC 127036,BENLLOK::IRGC 3404-1,,,,Temperate japonica,,CI 8062,1.0,X,,X,X,Light green,010,010,,Green,Dark green,Pubescent,Susceptible,X,Green,,Erect (1),2,2,80,5,,X,,110,110,,UNITED STATES,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,1,X,7,3,1,-9,,71-90 cm,1,,2,020,X,2,Strong(no lodging),Whitish,,Green,-74,Yes,,1,000,0,X,1,,,,,X,010,X,Susceptible,Short (,Susceptible,PERU,,O. sativa,5,Breeding and inbred line,3,A,,0,Japonica,,BENLLOK,,X
1824,933,IRRI,IRIS 313-11473,KINTOMAN (TOD DOY)::IRGC 53146-1,IRGC 53146,53146.0,KINTOMAN(TOD-DOY),,PHILIPPINES,Philippines,,KINTOMAN (TOD DOY)::IRGC 53146-1,66467960.0,66467960.0,13.8,Aus/boro,6/27/1979,,,X,1525.0,070,X,Light green,010,070,Susceptible,Green,Green,Pubescent,,X,Green,,Intermediate (4),3,1,112,5,Upland,X,,142,142,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,5,X,8,4,5,16,Intermediate(3),71-90 cm,3,,2,020,3,2,Intermediate(most plants moderately lodged),Whitish,2-Cleft,Light gold,120,Yes,,1,070,9,1,2,,,Benguet,Susceptible,X,070,2,,Intermediate (30-59 cm),,PHILIPPINES,Glutinous,O. sativa,3,Landrace/Traditional cultivar,3,A,Bakun,0,Javanica,,KINTOMAN(TOD-DOY),Poblacion (Central),X
1825,1147,IRRI,IRIS 313-11736,MALAGKIT (PINELIPE)::IRGC 67444-1,IRGC 67444,67444.0,MALAGKIT(PINELIPE),,PHILIPPINES,Philippines,IRGC 127595,MALAGKIT (PINELIPE)::IRGC 67444-1,171755212.0,165586087.0,34.4,Aus/boro,1/21/1986,,,X,,080,080,Yellowish green,080,087,Susceptible,Purple lines,Dark green,Pubescent,,X,Light green,080,Open (5),X,X,90,7,Upland,091,,120,120,Maragundon,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,7,3,9,14,Horizontal(5),,7,,X,053,4,X,Very weak(all plants flat),Whitish,Tip round or truncate,Green,120,Yes,Green,9,000,X,1,2,,,Cavite,Susceptible,X,X,3,,,,PHILIPPINES,,O. sativa,4,Landrace/Traditional cultivar,X,A,,0,,,MALAGKIT(PINELIPE),Payapa II,X
1826,448,IRRI,IRIS 313-10374,IR 69502-6-SRN-3-UBN-1-B::IRGC 117290-1-1,IRGC 117290,117290.0,IR 69502-6-SRN-3-UBN-1-B,,PHILIPPINES,Philippines,IRGC 125979,IR 69502-6-SRN-3-UBN-1-B::IRGC 117290-1,29143930.0,29143930.0,6.0,Indica,11/11/2006,,,X,,020,020,Yellowish green,010,060,,Green,Dark green,Pubescent,,X,Light green,,Erect (1),X,X,95,5,,060,,125,125,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,2,5,X,8,2,9,13,Horizontal(5),,7,,X,020,4,X,Very weak(all plants flat),Whitish,Tip round or truncate,Green,121,Yes,Green,9,000,X,1,3,,,,,X,X,4,,,,PHILIPPINES,,O. sativa,3,Breeding and inbred line,X,A,,0,,,IR 69502-6-SRN-3-UBN-1-B,,X
1827,481,IRRI,IRIS 313-10360,IR 57514-PMI 5-B-1-2::IRGC 117372-1-1,IRGC 117372,117372.0,IR 57514-PMI 5-B-1-2,,PHILIPPINES,Philippines,IRGC 126025,IR 57514-PMI 5-B-1-2::IRGC 117372-1,31265202.0,31265202.0,6.5,Indica,11/11/2006,,,X,,020,020,Yellowish green,010,060,,Green,Green,Pubescent,,X,Light green,,Erect (1),X,X,106,3,,060,,136,136,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,9,2,9,13,Horizontal(5),,7,,X,020,4,X,Very weak(all plants flat),Whitish,Tip round or truncate,Green,121,Yes,Green,7,000,X,1,2,,,,,X,X,4,,,,PHILIPPINES,,O. sativa,4,Breeding and inbred line,X,A,,0,,,IR 57514-PMI 5-B-1-2,,X
1828,75,IRRI,IRIS 313-8383,GENE::IRGC 67434-1-1,IRGC 67434,67434.0,GENE,,PHILIPPINES,Philippines,IRGC 125964,GENE::IRGC 67434-1,32237266.0,32237266.0,6.7,Indica,1/21/1986,,,X,,020,X,Light green,010,020,Susceptible,Green,Green,Pubescent,,X,Light green,,Intermediate (3),1,2,96,3,,X,,126,126,,PHILIPPINES,X,X,X,X,X,X,7,7,3,X,White,Non-glutinous(non-waxy),Yes,1,5,X,8,3,3,13,Horizontal(5),111-130 cm,7,,2,020,4,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Light gold,121,Yes,,5,000,0,1,5,,,,Susceptible,X,010,2,,Intermediate (30-59 cm),,PHILIPPINES,,O. sativa,3,Landrace/Traditional cultivar,3,A,,0,Indica,,GENE,,X
1831,483,IRRI,IRIS 313-10375,IR 70027-8-2-2-3-2::IRGC 117382-1-1,IRGC 117382,117382.0,IR 70027-8-2-2-3-2,,PHILIPPINES,Philippines,IRGC 126028,IR 70027-8-2-2-3-2::IRGC 117382-1,39184972.0,37131726.0,7.7,Indica,11/11/2006,,,X,,020,080,Yellowish green,080,080,,Purple lines,Green,Pubescent,,X,Light green,,Intermediate (3),X,X,96,7,,060,,126,126,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,8,2,3,13,Horizontal(5),,7,,X,020,4,X,Moderately strong(most plants leaning),Purple lines,Tip round or truncate,Light gold,121,Yes,Green,9,000,X,1,2,,,,,X,X,4,,,,PHILIPPINES,,O. sativa,4,Breeding and inbred line,X,A,,0,,,IR 70027-8-2-2-3-2,,X
1834,118,IRRI,IRIS 313-8903,BPI 76 NON SENSITIVE (GREEN)::IRGC 9790-1-1,IRGC 9790,9790.0,BPI 76 NON-SENSITIVE(GREEN),,PHILIPPINES,Philippines,IRGC 120902,BPI 76 NON SENSITIVE (GREEN)::IRGC 9790-1,40428028.0,40428028.0,8.4,Indica,,,,X,,X,X,Light green,010,010,Moderately resistant,Green,Green,Pubescent,Susceptible,X,Green,,Erect (1),1,2,112,5,,X,,142,142,,PHILIPPINES,4,X,3,X,3,5,8,8,2,X,White,Non-glutinous(non-waxy),Yes,X,9,X,8,2,1,13,,91-110 cm,9,,2,042,X,2,Strong(no lodging),Whitish,,Green,121,Yes,,1,000,0,X,5,,,,Moderately resistant,X,010,X,Susceptible,Short (,Moderately susceptible,PHILIPPINES,,O. sativa,3,Released/Improved/advanced cultivar,3,A,,79,Indica,,BPI 76 NON-SENSITIVE(GREEN),,X
1835,438,IRRI,IRIS 313-10294,IR 21015-72-3-3-3-1::IRGC 117004-1-1,IRGC 117004,117004.0,IR 21015-72-3-3-3-1,,PHILIPPINES,Philippines,IRGC 125972,IR 21015-72-3-3-3-1::IRGC 117004-1,45624330.0,41237372.0,8.6,Indica,5/12/2005,BCF 1254,1.0,X,,020,020,Yellowish green,010,060,,Green,Green,Pubescent,,X,Light green,,Intermediate (3),X,X,87,3,,060,,117,117,,COLOMBIA,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,8,2,9,13,Horizontal(5),,5,,X,020,4,X,Very weak(all plants flat),Whitish,Tip round or truncate,Green,121,Yes,Green,9,000,X,1,3,,,,,X,X,4,,,,PHILIPPINES,,O. sativa,4,,X,A,,0,,,IR 21015-72-3-3-3-1,,X
1835,438,IRRI,IRIS 313-10294,IR 21015-72-3-3-3-1::IRGC 117004-1-1,IRGC 117004,117004.0,IR 21015-72-3-3-3-1,,PHILIPPINES,Philippines,IRGC 125972,IR 21015-72-3-3-3-1::IRGC 117004-1,45624330.0,41237372.0,8.6,Indica,5/12/2005,BCF 1254,1.0,X,,020,020,Yellowish green,010,060,,Green,Green,Pubescent,,X,Light green,,Intermediate (3),X,X,87,3,,060,,117,117,,COLOMBIA,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,8,2,9,13,Horizontal(5),,5,,X,020,4,X,Very weak(all plants flat),Whitish,Tip round or truncate,Green,121,Yes,Green,9,000,X,1,3,,,,,X,X,4,,,,PHILIPPINES,,O. sativa,4,,X,A,,0,,,IR 21015-72-3-3-3-1,,X
1837,185,IRRI,IRIS 313-8392,IR 2003-P7-7-4-2::IRGC 32671-1-1,IRGC 32671,32671.0,IR 2003-P7-7-4-2,,PHILIPPINES,Philippines,IRGC 125970,IR 2003-P7-7-4-2::IRGC 32671-1,49417262.0,44017769.0,9.1,Indica,8/12/1976,,,X,,020,X,Light green,010,010,Resistant,Green,Dark green,Pubescent,Moderately resistant,X,Green,,Erect (1),4,1,75,1,,X,,105,105,,PHILIPPINES,1,X,3,X,5,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,5,X,9,2,1,13,,71-90 cm,1,,2,020,X,2,Strong(no lodging),Whitish,,Green,121,Yes,,7,000,0,X,5,,,,Resistant,X,010,X,Moderately resistant,Short (,Moderately susceptible,PHILIPPINES,,O. sativa,3,Breeding and inbred line,2,A,,89,Intermediate(hybrid),,IR 2003-P7-7-4-2,,X
1838,451,IRRI,IRIS 313-10396,IR 80340-23-B-12-6-B::IRGC 117309-1-1,IRGC 117309,117309.0,IR 80340-23-B-12-6-B,,PHILIPPINES,Philippines,IRGC 125987,IR 80340-23-B-12-6-B::IRGC 117309-1,44825276.0,44825276.0,9.3,Indica,11/11/2006,,,X,,020,020,Yellowish green,010,060,,Green,Dark green,Pubescent,,X,Light green,,Erect (1),X,X,94,5,,060,,124,124,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,8,2,9,13,Horizontal(5),,7,,X,020,4,X,Very weak(all plants flat),Whitish,Tip round or truncate,Green,121,Yes,Green,9,000,X,1,3,,,,,X,X,4,,,,PHILIPPINES,,O. sativa,4,Breeding and inbred line,X,A,,0,,,IR 80340-23-B-12-6-B,,X
1839,449,IRRI,IRIS 313-10385,IR 75870-5-8-5-B-1::IRGC 117297-1-1,IRGC 117297,117297.0,IR 75870-5-8-5-B-1,,PHILIPPINES,Philippines,IRGC 126062,IR 75870-5-8-5-B-1::IRGC 117297-1,45946870.0,45946870.0,9.5,Indica,11/11/2006,,,X,,020,020,Yellowish green,010,060,,Green,Green,Pubescent,,X,Light green,,Intermediate (3),X,X,94,5,,060,,124,124,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,9,2,9,13,Horizontal(5),,7,,X,020,4,X,Very weak(all plants flat),Whitish,Tip round or truncate,Green,121,Yes,Green,9,000,X,1,3,,,,,X,X,4,,,,PHILIPPINES,,O. sativa,3,Breeding and inbred line,X,A,,0,,,IR 75870-5-8-5-B-1,,X
